watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
pachena,3.02,3.65,10.12,1.53,7.51,2.44,7.57,1.99,2.38,3.77,10.24,5.69,5.52,17.48,483.06,38.77,7.68,2.19,1.68,2.88,3.39,2.09,7.61,5.7,3.61,2.49,0,0.74,38.38,4.79,6,5.05,7,23,23,0.79,0.78,0.74,4.47
pachena,2.35,3.13,8.52,1.35,6.63,1.97,7.39,1.31,2.22,3.98,10.15,4.87,5.14,16.08,572.44,38.68,7.56,2.21,1.76,3.17,3.28,1.91,6.86,5.38,3.42,2.26,0,0.7,37.38,4.83,7,4.99,7,23,24  one on roof of mouth that I couldnt initially see,0.73,0.68,0.61,4.64
pachena,2.48,3.18,10.82,1.47,7.5,2.41,8.37,1.91,2.73,4.25,11.34,5.36,5.22,16.22,576.82,43.2,8.19,2.38,1.98,3.23,3.48,1.63,8.02,6.13,3.89,2.81,0,1.01,42.8,5.15,7,5.65,7,21,21,0.87,0.94,0.8,3.85
pachena,2.93,3.97,9.4,1.35,6.78,2.08,6.92,1.5,2.19,3.21,9,3.29,4.54,13.14,374.1,35.57,7.04,1.94,1.38,2.7,3.1,1.89,6.41,4.84,3.37,2.25,0,0.59,35.32,4.74,11,4.99,10,23,23,0.75,0.7,0.61,5.3
pachena,2.2,3.52,9.46,1.22,6.37,1.85,6.93,1.23,2.31,3.85,9.89,5.04,4.56,15.44,521.25,36.98,7.32,1.96,1.61,2.8,3.14,1.59,6.21,5,3.21,2.33,0,0.61,36.49,4.49,7,4.49,7,22,22,0.76,0.64,0.77,4.89
pye,2.76,3.22,9.82,1.22,6.66,1.93,7.12,1.84,2.16,3.48,9.24,5.12,4.64,15.43,542.94,37.68,7.67,1.87,1.65,3.55,3.34,1.86,7.42,5.58,3.26,2.06,0,0.72,37.03,4.19,6,NA,6,22,21one left in top of mouth couldnt locate but confident in in situ count,0.86,0.77,0.73,4.44
pye,2.23,2.95,9.18,1.23,6.19,2.05,6.49,1.87,2.83,3.52,10.05,4.72,4.6,14.76,456.05,35.01,7.72,2.15,1.75,2.75,2.81,1.13,6.32,4.87,3.09,2.15,0,0.52,33.77,4.14,7,NA,7,22,22,0.99,1.01,0.99,4.41
pye,2.15,3.18,9.53,1.28,5.88,1.69,7.01,2.05,2.13,3.33,9.21,5.89,5.26,17.62,714.35,37.31,6.98,2.39,2.68,3.4,3.4,1.87,7.3,5.6,3.24,2.31,0,0.67,36.54,3.99,7,NA,7,22,20  two at the bottom were left in presence confirmed,1.04,0.96,0.86,4.02
pye,2.35,3.24,7.95,1.24,5.8,1.77,6.85,1.93,2.34,3.82,9.9,7.02,4.88,18.49,742.23,36.85,7.63,2.27,1.95,2.63,3.41,2,7.05,5.31,3.02,2.14,0,0.63,35.63,4.28,6,NA,6,22,22,0.79,0.77,0.7,3.92
pye,2.86,3.23,8.92,1.16,5.83,1.95,6.78,1.61,2.17,3.33,9.41,6.51,4.77,17.25,642.74,36.58,7.71,2.21,1.81,2.78,3.31,1.91,7.45,5.41,2.87,2.07,0,0.6,36.57,4.61,7,NA,7,22,22,0.88,0.92,0.83,4.83
pye,2.09,2.88,8.36,1.16,5.75,1.57,6.82,1.62,2.11,3.19,8.89,5.18,4.48,15.33,499.67,32.69,7.09,2.13,1.71,3.55,3.24,1.63,6.04,4.86,2.81,1.89,0,0.57,33.09,NA,6,3.78,6,20,20,0.8,0.69,0.72,4.82
pye,2.43,3.01,9.49,1.43,6.32,2.13,7.5,1.81,2.02,3.82,9.55,4.85,4.37,19.62,433.12,37.26,7.64,2.21,1.84,3.28,3.67,2.34,7.2,5.45,3.25,2.47,0,0.75,36.98,NA,6,4.63,7,22,22,0.92,0.93,1.03,4.64
pye,2.7,3.12,9,1.45,6.06,1.85,7.85,1.93,2.71,3.58,10.91,6.48,5.55,18.59,734.89,39.45,7.62,2.23,2.43,3.37,3.64,2.48,7.08,5.38,3.55,2.51,0,0.83,38.38,NA,7,4.45,7,20,20,1.07,0.98,1.09,3.64
pye,2.51,3.16,9.87,1.34,6.67,1.76,7.13,1.99,2.51,3.74,10.33,6.1,4.98,18.04,563.63,39.29,7.6,2.29,2.53,2.97,3.52,1.88,7,5.45,3.18,2.35,0,0.75,37.92,NA,7,4.82,7,23,24  one on bottom of the mouth that I couldnt see initially,1.02,0.83,0.79,3.91
pye,2.64,3.09,8.92,1.26,6.75,1.83,7.05,1.96,2.42,3.68,10.09,5.77,4.25,16.1,574.5,37.59,7.69,2.36,2.22,2.9,3.73,2.12,6.75,5.29,3.46,2.28,0,0.68,36.88,NA,8,4.31,8,23,23,0.89,0.86,0.92,3.96
pye,2.38,3.3,9.01,1.24,6.5,1.72,6.95,1.76,2.53,3.59,9.77,7.77,5.03,19.77,814.64,36.23,7.49,2.3,2.24,3.05,3.23,2.05,7.2,5.47,3.1,2.18,0,0.61,35.37,NA,7,4.21,7,22,22,0.98,0.95,0.99,5.11
pye,2.54,3.05,9.94,1.6,6.26,2.56,7.81,2.29,2.56,3.96,10.77,5.98,5.06,16.59,476.12,40.73,8.05,2.5,2.33,3.39,3.62,2.24,8.13,6.19,3.51,2.52,0,0.92,40.04,4.93,7,NA,7,23,23,1.1,1.07,1.17,3.8
pye,2.22,2.8,8.65,1.31,6.31,1.93,6.7,1.72,2.32,3.39,9.15,5.78,4.39,16.36,584.57,36.23,7.3,1.99,1.47,2.99,3.25,1.83,6.8,5.17,2.92,2.15,0,0.58,35.65,NA,8,4.3,7,23,24  one raker at bottom of mouth that I couldnt see,0.86,0.8,0.73,4.76
pye,1.94,2.98,9.75,1.46,6.08,1.33,6.95,1.83,2.49,3.76,10.15,5.87,5.21,17.61,643.94,37.28,7.51,2.2,1.9,3.09,3.39,1.95,6.98,5.22,3.18,1.99,0,0.75,36.88,NA,7,4.14,7,21,21,0.92,0.96,0.97,3.84
pye,3.06,3.31,9.7,1.38,6.72,1.85,7.07,2.1,3.12,4.05,11.28,6.22,4.95,18.06,708.7,37.84,8.75,2.17,1.3,3.21,3.07,1.66,6.89,4.49,3.54,2.24,0,0.64,37.25,4.86,7,NA,7,21,21,0.7,1.22,1.05,4.53
pye,2.45,2.95,8.74,1.15,5.72,1.85,6.2,1.65,2.4,3.45,9.36,3.87,4.5,13.2,326.65,33.58,7.06,1.93,1.64,2.32,2.49,1.12,6.01,4.52,3.16,2.4,0,0.43,32.98,3.83,7,NA,7,23,20  three on top of mouth left in presence confirmed,0.81,0.78,0.7,5.34
pye,2.15,3.39,9.38,1.46,6.38,2.2,7.58,1.71,2.19,3.67,9.84,5.48,4.31,16.17,430.65,35.73,7.1,2.26,2.08,3.45,3.87,2.14,7.55,5.77,3.11,2.09,0,0.7,35.62,4.29,8,NA,7,21,21,0.89,0.91,0.77,5.49
pye,2.21,3.55,10.11,1.35,6.03,2.17,7.77,2.12,2.37,3.98,10.4,6.11,4.95,17.31,510.12,38.47,6.92,2.22,2.21,3.59,3.62,2.03,7.34,5.65,3.83,2.34,0,0.81,37.43,4.92,6,NA,6,22,22,1.02,0.95,0.89,4.44
pye,2.23,3.25,10.74,1.55,6.59,2.41,8.05,2.13,2.75,3.95,10.88,5.94,5.02,17.71,525.11,39.76,8.26,2.17,1.75,3.18,3.83,2.08,7.53,5.85,3.88,2.69,0,0.87,38.46,4.77,6,NA,7,22,22,1.22,1.24,1.12,4.06
pye,2.28,3.33,9.93,1.34,6.34,2.07,7.76,1.71,2.36,3.44,9.95,NA,NA,NA,NA,39.79,8.09,2.44,2.18,3.5,3.81,2.13,7.16,5.45,3.95,2.66,0,0.88,39.93,NA,7,4.09,7,22,22,1.08,1.03,1.09,4.33
pye,2.51,3.08,9.09,1.19,5.52,2.3,7.77,1.91,2.36,3.54,9.62,5.08,4.22,15.04,498.32,36.76,7.75,2.34,2.23,3.38,3.52,1.83,5.3,4.77,3.12,2.08,0,0.71,36.26,NA,8,4.01,8,23,23,0.94,0.89,0.91,5.01
pye,2.46,3.42,8.25,1.21,4.89,1.64,6.72,1.47,2.05,3.28,8.83,6.21,4.17,16.18,564.58,35.52,7.06,1.91,1.62,3.02,3.24,1.69,5.22,4.33,2.69,2.07,0,0.59,35.6,NA,7,4.22,6,24,24,0.79,0.8,0.6,4.96
pye,2.78,3.69,9.61,1.25,5.94,2.33,8,2.08,2.18,3.83,9.93,6.47,5.01,17.97,699.64,37.42,7.71,2.17,1.62,3.33,3.64,1.96,6.87,5.14,3.02,1.99,0,0.77,36.47,NA,8,4.63,8,22,23 one on bottom of mouth that I couldnt initially see,0.86,0.91,0.79,3.94
pye,1.73,3.18,9.17,1.45,6.4,2.09,7.01,1.66,2.4,3.34,9.6,5.58,4.45,15.53,405.57,36.8,7.62,2.2,2.18,3.08,3.52,1.76,6.82,4.93,3.04,2.41,0,0.63,35.93,NA,5,4.59,6,22,20  one left in on bottom of mouth presence confirmed one from top of mouth lost but confidence in insitu count,0.93,1.02,0.99,4.96
pye,2.53,3.25,6.01,0.96,4.63,1.44,5.44,1.61,1.55,2.64,7.48,4.1,4.04,13.04,328.53,30.13,6.58,1.59,1.34,2.02,2.47,1.18,5.48,4.42,2.98,1.95,0,0.3,29.98,NA,8,4.38,7,20,20,0.88,0.66,0.59,6.1
pye,2.11,2.99,9.4,1.41,6.16,2.04,7.36,2.11,2.33,3.64,9.9,5.25,4.78,15.68,511.49,38.42,7.85,2.28,2.07,3.32,3.58,1.86,7.33,5.72,3.25,2.36,0,0.76,37.88,NA,7,4.12,7,22,22,0.8,0.75,0.7,4.82
pye,1.95,3.34,9.64,1.38,6.89,1.59,7.78,2.28,3.08,4.13,11.61,5.05,5.36,17.89,587.63,40.53,8.78,2.35,2.08,3.31,3.69,2.08,8.37,6.7,3.48,2.12,0,0.83,39.76,NA,8,4.75,8,23,23,1.09,0.94,0.79,4.31
pye,2.81,3.25,9.82,1.58,6.75,1.9,7.95,2.04,2.88,4.01,11.44,7.03,4.87,19.39,791.11,37.76,9.59,2.77,2.51,3.61,3.78,1.75,7.11,5.27,3.33,2.35,0,0.83,38.14,NA,8,5.15,8,22,22,1.04,0.93,1.01,4.04
pye,2.88,3.4,9.27,1.42,5.32,2.08,7.61,1.63,2.34,3.84,10.34,5.05,4.43,16.17,585.25,38.35,8.48,2.33,2.02,3.73,3.76,2.28,7.33,5.8,3.35,2.27,0,0.84,37.87,NA,8,4.31,8,20,22  two on the top of the mouth that I couldnt initially see,0.9,0.84,1.03,4.22
pye,3.72,4.35,10.21,1.65,7.44,1.93,8.23,2.12,3.17,4.23,12.35,6.89,6.25,20.53,919.88,43.4,8.71,2.87,2.87,3.56,3.9,2.01,8.35,6.72,3.79,2.41,0,1.05,41.95,NA,8,5.58,7,22,22,1.15,1.1,1.01,3.8
pye,2.08,2.96,9.81,1.32,6.3,1.66,6.81,2.08,2.24,3.64,9.71,5.43,4.15,15.42,511.5,37.44,7.7,2.13,1.83,3.07,3.41,1.81,7.08,5.22,3.56,2.02,0,0.69,37.13,NA,8,3.93,8,20,21  one on top of mouth I couldnt initially see,0.67,0.61,0.76,4.58
pye,2.3,3.04,9.16,1.23,5.81,2.45,7.39,2.05,2.62,3.54,10,3.94,5.11,15.69,289.8,35.69,8.04,2.13,1.52,3.6,3.42,1.74,6.73,4.89,2.86,2.23,0,0.66,35.58,NA,6,4.53,6,21,21,1,0.99,0.88,4.47
pye,2.32,3.38,10.48,1.47,6.65,2.26,7.7,1.9,2.36,4.12,10.87,6.29,5.69,18.83,794.96,40.16,8.18,2.87,2.32,3.58,3.94,2.14,8.17,6.08,3.54,2.55,0,0.91,39.71,NA,7,4.95,7,20,20,0.9,0.99,1,3.82
pye,2.53,3.14,9.67,1.41,6.82,1.98,7.22,2.18,2.77,3.94,11.05,6.44,4.83,17.5,703.41,37.6,8.57,2.34,1.79,3.01,3.08,1.52,6.92,5.03,3.31,2.42,0,0.66,36.95,NA,7,4.51,7,21,21,1,0.93,0.93,4.33
pye,2.64,3.41,9.5,1.47,5.74,1.33,7.21,1.89,2.44,3.73,10.08,6.28,5.41,17.99,647.65,36.84,7.54,2.14,1.77,3.11,3.16,1.76,6.79,5.29,3.09,2.25,0,0.61,36.05,NA,9,4.35,7,20,20,0.82,0.79,0.85,4.07
pye,2.56,3.14,9.34,1.34,6.54,1.88,7.63,1.56,2.96,3.61,10.67,5.44,4.9,16.87,608.11,35.99,8.59,2.64,2.44,3.59,3.52,1.55,6.1,4.93,3.02,2.02,0,0.61,34.51,NA,7,4.21,5,21,21,0.83,0.85,0.74,4.66
pye,3.27,4.43,10.94,1.6,7.35,1.84,8.55,2.14,3.26,3.96,12.04,7.06,5.73,19.69,834.57,44.98,9.49,2.48,2.52,4.15,4.28,2.37,8.59,6.48,3.96,2.76,0,1.14,44.12,NA,8,5.25,8,21,21,1.05,1.11,1.14,3.86
pye,2.56,3.2,9.13,1.27,5.81,1.74,7.14,1.9,2.75,3.27,10.26,5.97,4.98,17.61,637.52,37.53,8.33,2.49,2.26,3.29,3.41,1.94,6.6,5.27,3.26,2.47,0,0.71,37.41,NA,8,3.91,7,23,23,0.66,0.54,0.56,4.41
pye,3.13,4.11,9.88,1.79,7.69,1.39,8.14,2.47,3.32,4.21,12.64,7.58,5.94,20.93,998.15,40.15,9.29,2.81,1.92,3.42,3.53,2,7.56,5.59,3.9,2.68,0,0.92,39.71,NA,6,5.78,6,21,21,1.17,1.09,1.08,3.76
pye,1.62,2.99,8.69,1.33,5.83,2,6.51,1.82,2.25,3.56,9.44,5.22,4.75,15.72,543.29,35.68,7.59,2.35,2.23,2.7,3.3,1.75,7.15,5.47,3.27,2.3,0,0.65,35.54,NA,7,3.87,6,21,21,0.84,0.8,0.72,4.34
pye,2.22,3.17,9.13,1.69,6.62,2.39,7.42,2.02,2.94,3.8,10.69,6.62,4.81,17.87,756.51,35.9,7.98,2.63,2.27,3.35,3.25,1.4,6.25,4.92,3.62,2.64,0,0.68,35.86,NA,7,4.83,7,23,23,0.78,0.93,0.85,4.61
pye,1.73,2.96,9.48,1.34,5.4,1.67,8.06,1.67,2.48,3.93,10.28,5.19,5.1,16.4,593.23,38.04,8.04,2.23,1.81,3.57,3.6,2.15,7.21,5.35,3.38,2.54,0,0.92,38.09,NA,7,4.33,7,21,21,0.82,0.84,0.74,4.31
roberts,2.58,3.13,7.86,1.25,5.44,1.99,7.04,1.36,2.02,3.22,8.85,3.46,4.01,12.82,355.62,32.25,7.09,2.14,1.93,3.02,3.37,1.8,6.24,4.75,2.86,1.59,0,0.53,32.65,4.27,7,4.35,6,19,19,0.64,0.59,0.61,4.21
roberts,3.14,3.72,8.88,1.27,5.14,2.49,7.85,1.96,2.38,3.55,10.17,5.74,4.99,16.6,618.89,36.28,7.18,2.07,1.91,3.21,3.55,2.07,7.42,5.72,3.13,2.14,0,0.62,35.35,4.72,8,4.62,7,18,18,0.72,0.67,0.77,3.82
roberts,3.12,4.2,10.31,1.65,7.08,2.01,7.89,1.42,3.07,4.11,11.46,6.67,5.26,17.81,708.04,38.56,8.46,2.31,1.89,2.98,4.15,2.26,7.62,5.48,3.52,2.38,0,0.75,37.54,4.4,7,4.72,7,22,22,1.05,0.98,0.96,4.08
roberts,3.03,3.33,8.38,1.37,5.21,1.79,6.72,1.23,2.27,3.25,9.59,5.51,4.24,15.64,527.12,35.87,8.27,2.2,1.91,2.78,3.43,2.26,6.68,4.85,3.13,2.23,0,0.58,35.94,4.37,6,4.63,6,21,21,0.7,0.68,0.68,4.73
roberts,2.81,3.56,9.01,1.35,5.88,1.83,6.79,1.91,2.8,3.75,10.26,4.51,4.28,13.97,407.67,37.5,7.32,2.05,1.88,2.96,3.49,2.07,6.19,4.58,2.9,2.1,0,0.61,36.97,4.72,7,4.59,6,21,21,0.62,0.55,0.65,4.03
roberts,4.91,5.89,11.68,2.15,8.41,2.33,10.4,2.83,3.89,4.71,14.69,8.74,6.62,23.9,1263.41,50.43,11.33,3.48,3.13,4.56,5.1,2.74,8.57,6.63,4.54,2.97,0,1.8,49.9,7.3,7,7.44,7,22,22,1.09,0.98,1.02,3.11
roberts,3.03,3.68,8.55,1.41,6.06,1.91,7.32,2.12,2.7,3.68,10.52,5.44,4.62,16.18,618.38,36.25,8.28,2.35,1.7,3.07,3.49,2.39,7.19,5.31,3.44,2.48,0,0.65,36.18,4.72,7,4.75,6,19,19,0.67,0.61,0.65,4.15
roberts,2.88,3.75,11.2,1.7,7.57,1.72,7.49,2.01,2.99,3.91,11.1,5.54,4.59,15.38,457.57,37.31,8.65,2.64,2.02,3.03,3.28,2.01,7.12,5.19,3.98,2.35,0,0.72,36.69,5.05,8,5.04,7,20,20,0.89,0.85,0.9,3.94
roberts,2.71,3.63,8.76,1.45,6.84,2.08,7.87,2.15,2.75,3.9,10.74,6.12,5.13,17.36,677.12,37.27,9.04,2.53,2.01,3.89,3.99,2.16,7.08,5.44,3.42,2.53,0,0.77,37.49,4.91,7,5.21,6,18,18,0.86,0.82,0.73,3.47
roberts,2.71,3.62,8.24,1.39,5.27,2.07,7.48,1.66,2.29,3.42,9.5,6.3,4.14,16.5,624.79,34.28,7.3,2.2,1.94,3.6,3.58,1.89,6.52,5.18,2.9,1.95,0,0.63,34.18,4.89,7,4.59,7,18,19 one tiny one at the bottom of the mouth that I didnt previously see,0.64,0.58,0.64,4.51
roberts,2.38,3.42,8.24,1.31,5.8,1.45,7.1,1.51,2.52,3.52,9.74,5.23,3.53,14.72,442.08,36.12,7.57,2.15,1.94,3.41,3.33,1.72,6.23,4.65,3.26,2.3,0,0.59,34.72,4.86,6,4.93,6,20,20,0.65,0.58,0.65,4.5
roberts,4.1,4.59,9.3,1.61,7.26,2.5,8.58,1.95,3.28,4.07,11.87,6.64,5.4,19.16,817.49,39.08,8.79,2.3,1.76,3.9,4.09,2.5,7.74,5.68,3.56,2.55,0,0.82,37.6,6.49,7,6.07,7,19,19,0.72,0.71,0.58,3.46
roberts,3.22,3.56,8.27,1.28,6.29,1.23,6.3,2.12,2.37,3.27,9.45,4.9,4.24,14.46,402.05,33.92,7.51,1.89,1.39,2.73,2.8,1.39,6.29,4.42,2.75,2.1,0,0.44,33.68,4.95,8,4.59,8,17,17,0.93,0.81,0.95,4.7
roberts,2.94,3.8,9.54,1.68,7.05,1.93,7.09,2.2,2.9,3.7,11.06,5.82,5.15,16.89,637.23,38.1,9.19,2.34,1.63,3.1,3.53,2.11,7,5.47,3.35,2.21,0,0.64,36.7,5.02,6,5.19,7,18,18,0.75,0.79,0.84,3.87
roberts,3.48,4.11,10.1,1.53,7.17,2.01,7.66,2.55,3.08,3.81,11.52,5.81,4.88,16.47,461.66,37.44,8.83,2.29,1.69,2.54,3.53,2.06,6.38,4.69,3.37,2.32,0,0.64,37.16,4.99,7,4.63,7,19,18 one left at bottom of mouth presence confirmed,0.88,0.79,0.79,3.96
roberts,2.96,3.43,9.05,1.57,7.6,2.35,7.65,1.84,2.93,3.85,10.65,6.21,4.98,16.97,477.62,35.05,8.22,2.25,1.71,3.41,3.26,1.82,6.67,4.25,3.38,2.26,0,0.58,33.94,4.5,7,4.75,7,18,18,0.92,0.96,0.82,3.87
roberts,3.25,3.79,8.96,1.68,7.2,2.73,7.31,2.21,2.94,3.59,11.23,4.67,4.72,15.33,393.92,35.49,8.22,2.21,1.62,2.41,3.06,1.83,6.71,4.85,3.4,2.18,0,0.58,34.71,4.75,7,5.43,7,19,19,0.7,0.69,0.69,4.62
roberts,2.93,3.57,9.71,1.69,6.62,2.07,7.53,2.36,3.25,3.84,11,5.66,4.98,16.69,673.64,38.79,9.2,2.53,1.71,3.13,3.66,2.18,6.34,4.76,3.42,2.4,0,0.72,38.04,5.15,7,5.27,7,20,20,0.82,0.86,0.78,3.74
roberts,4.88,6.13,14.39,2.14,10.76,2.12,11.1,3.07,4.28,5.07,15.09,8.83,7.12,25.22,1497.13,48.56,11.54,3.41,2.81,4.74,5.13,2.74,8.98,7.13,4.79,3.03,0,1.83,48.5,6.95,7,6.96,7,19,19,1.14,1,0.96,2.69
roberts,3.33,3.7,9.42,1.54,6.99,1.55,7.88,1.81,2.85,3.68,10.76,5.73,4.82,19,698.47,39.24,8.62,2.39,2.24,3.75,3.83,1.92,7.92,6.59,3.18,2.44,0,0.82,38.56,5.38,7,5.11,7,20,21  one on top of mouth I couldnt initially see,0.78,0.67,0.67,3.82
roberts,3.13,3.68,9.22,1.65,7.29,1.65,7.86,2.06,2.79,3.79,11.2,5.3,4.78,16.71,653.13,36.9,8.26,2.14,1.59,2.68,3.2,2.02,6.97,5.07,3.28,2.08,0,0.65,35.78,4.51,6,4.93,5,19,16 three at top of mouth lost count was 19 but tissue dried and three rakers lost,0.91,0.94,0.87,3.67
roberts,3.63,4.57,11.8,1.84,7.18,2.48,9.31,2.35,3.4,4.87,14.09,7.03,6.3,21.25,953.05,47.46,10.24,3.42,2.74,3.37,4.18,2.81,7.63,6.27,3.87,2.65,0,1.31,46.38,5.67,7,6.38,7,19,19,0.7,0.65,0.87,3.05
roberts,3.36,4.16,8.45,1.51,5.61,1.64,7.75,1.87,2.61,3.5,10.64,5.7,4.7,17.48,579.24,37.35,8.83,2.29,2.02,3.04,3.54,1.76,6.82,5.2,3.23,2.35,0,0.69,36.89,5.25,6,5.26,6,17,17,0.75,0.71,0.81,3.94
roberts,2.55,3.24,8.22,1.17,5.91,1.37,7.14,1.49,2.22,3.53,9.49,5.15,4.65,15.81,546.68,34.9,7.77,2.14,1.62,2.97,3.26,1.97,5.83,4.45,2.72,1.92,0,0.49,34.07,4.54,5,4.57,6,21,21,0.67,0.69,0.53,4.37
roberts,4.36,5.49,10.52,1.84,6.4,2.44,9.24,2.31,3.06,4.37,12.31,9.1,6.39,23.52,1228.48,43.4,9.43,2.89,2.2,3.71,4.41,2.81,8.85,6.15,3.54,2.68,0,1.15,42.86,6.51,7,6.82,7,20,20,0.88,0.82,0.85,3.29
roberts,2.86,3.58,8.96,1.26,5.94,2.5,7.21,1.8,2.47,3.71,10.19,6.99,4.87,18.49,586.84,36.75,7.44,2.01,1.67,3.17,3.66,2.35,7.49,5.19,2.91,2.13,0,0.68,36.36,5.08,7,5.44,7,19,19,0.86,0.83,0.85,3.8
roberts,2.43,2.88,7.36,1.17,4.98,1.35,6.43,1.45,2.13,3.19,8.55,5.28,3.72,13.82,443.98,33.15,7.58,2.23,1.72,2.98,3.1,1.7,5.4,4.06,2.69,1.86,0,0.45,33.32,4.39,7,4.54,7,18,18,0.6,0.63,0.6,4.91
roberts,3.89,4.27,9.45,1.43,6.74,2.37,7.58,1.98,2.94,3.79,11.23,4.42,4.77,16.45,561.54,37.71,8.75,2.43,1.88,2.88,3.5,2.12,7.74,5.49,3.36,2.33,0,0.71,36.82,5.85,7,5.27,7,19,19,0.78,0.74,0.7,3.89
roberts,4.42,5.18,12.94,1.97,8.77,2.15,10.8,2.66,3.6,5.14,14.38,8.28,6.68,22.93,1241.76,51.55,11.72,3.31,2.29,4.57,5.52,4.26,9.22,6.77,4.34,2.75,0,1.87,50.92,6.3,6,6.77,6,22,21  one left in front of mouth presence confirmed,0.82,0.94,0.92,2.91
roberts,2.95,3.9,10.25,1.37,6.66,2.03,7.05,1.61,2.5,3.53,9.73,4.88,4.76,15.5,523.12,37.49,7.49,2.33,2.11,3.5,3.34,1.96,6.43,4.85,3.09,2.12,0,0.66,36.28,4.66,6,NA,6,20,20,0.68,0.71,0.73,4.17
roberts,4.1,5.67,13.22,2.18,8.71,1.93,11.47,2.36,3.73,4.88,14.52,7.64,6.5,26.59,1071.48,55.31,11.12,4,3.33,5.31,5.86,4.4,10.73,7.85,4.79,3.3,0,2.51,54.44,7.69,8,7.08,8,18,18,0.9,0.86,0.76,3.22
roberts,2.59,3.94,8.28,1.46,4.98,1.91,7.49,2.01,2.7,3.72,11.03,5.44,4.99,16.4,633.31,37.11,7.89,2.3,2.02,3.44,3.89,2.65,6.7,5.07,3.41,2.2,0,0.73,36.71,5.1,6,5,5,20,21  one on bottom that I couldnt initially see,0.79,0.86,0.86,4.67
roberts,2.73,3.38,7.6,1.24,5.33,1.07,6.52,1.64,2.04,3.43,8.96,5.38,4.22,15.05,511.3,34.2,7.06,2.17,1.98,2.83,3.22,1.71,6.24,4.15,2.79,2.01,0,0.5,33.41,4.5,6,4.42,6,17,17,0.58,0.54,0.53,6.08
roberts,2.04,2.57,8.88,1.45,5.77,1.79,6.87,2.05,2.37,3.71,9.14,5.83,4.34,15.96,562.62,34.52,7.07,2.18,1.87,3.1,3.38,1.74,6.49,4.53,2.8,2.14,0,0.53,34.7,3.79,7,4.03,7,20,20,0.7,0.6,0.67,4.22
roberts,3.51,4.29,9.97,1.65,7.75,1.85,7.95,1.59,2.55,3.43,10.44,6.12,3.95,16.03,576.01,38.14,8.7,2.49,2.05,2.6,3.7,2.23,6.99,5.1,4.01,2.42,0,0.75,38.31,5.18,7,5.68,7,21,21,0.73,0.69,0.66,3.96
roberts,2.67,3,9.67,1.57,6.81,2.14,7.23,1.9,3.23,3.72,11.04,5.89,4.85,18.49,590.31,37.43,8.67,2.59,1.92,3.14,3.43,1.3,7.09,4.94,3.36,2.21,0,0.61,36.26,4.48,5,4.78,7,18,18,0.79,0.74,0.76,3.86
roberts,3.57,4.48,9.59,1.51,6.91,2.78,8.14,2.16,3.23,4.08,11.73,6.18,4.93,17.3,655.27,38.98,9.45,2.83,2.3,3.48,3.87,2.29,7.12,5.07,3.22,2.24,0,0.8,38.44,5.92,7,5.7,7,19,19,0.78,0.8,0.85,3.9
roberts,4.26,4.98,11.38,1.94,8.16,2.39,9.86,2.45,3.69,4.51,13.89,8.03,6.67,22.27,1147.36,46.89,10.59,2.83,2.25,3.76,4.95,3.16,9.07,6.97,4.68,2.91,0,1.46,46.17,6.95,7,6.99,7,21,19 two left at bottom of mouth presence confirmed,0.86,0.8,0.8,3.43
roberts,2.71,3.5,8.88,1.38,6.74,2.41,7.45,2.26,2.83,3.61,10.56,5.84,4.97,16.79,479.93,35.1,8.66,2.52,1.76,2.72,3.25,2.02,5.81,4.41,3.27,2.25,0,0.59,34.71,5.05,7,5.08,7,20,20,0.82,0.79,0.72,4.16
roberts,3.26,3.76,8.48,1.51,6.4,1.37,6.67,2.11,2.66,3.49,10.14,5.64,4.6,16.34,529.71,34.84,8.19,1.95,1.3,2.3,3.18,1.96,6.8,4.67,3.12,1.98,0,0.52,34.63,5.41,8,5.02,8,19,19,1.01,0.8,0.8,4.48
swan,4.33,5.26,10.83,2.48,7.22,2.83,10.28,2.6,3.31,4.22,13.5,6.44,5.33,19.38,658.77,44.38,9.78,3.01,1.78,4.22,4.7,3.23,9.63,6.65,4.07,2.97,0,1.34,44.2,6.97,9,6.87,8,16,16,1.02,1.01,1.09,2.95
